codigo,descripcion,diametro_exterior_mm,area_exterior_mm2,fuente,estado
PENDIENTE,PENDIENTE DE VALIDAR,PENDIENTE DE VALIDAR,PENDIENTE DE VALIDAR,PENDIENTE DE VALIDAR,PENDIENTE

