codigo,diametro_exterior_mm,espesor_mm,diametro_interior_mm,area_util_mm2,fuente,estado
PENDIENTE,PENDIENTE DE VALIDAR,PENDIENTE DE VALIDAR,PENDIENTE DE VALIDAR,PENDIENTE DE VALIDAR,PENDIENTE DE VALIDAR,PENDIENTE

